"Date","HomeTeam","AwayTeam","FTHG","HTAG","FTR"
NA,"Villarreal","Ath Madrid",1,0,"D"
NA,"Betis","Valladolid",0,1,"A"
NA,"Eibar","Ath Bilbao",1,1,"D"
NA,"Huesca","Espanol",0,1,"A"
NA,"Vallecano","Getafe",1,0,"A"
NA,"Sociedad","Girona",0,0,"D"
NA,"Vallecano","Ath Bilbao",1,0,"D"
NA,"Valladolid","Espanol",1,1,"D"
NA,"Ath Bilbao","Valencia",0,0,"D"
NA,"Ath Madrid","Sociedad",2,0,"H"
NA,"Celta","Eibar",4,0,"H"
NA,"Girona","Vallecano",2,0,"H"
NA,"Levante","Leganes",2,0,"H"
NA,"Alaves","Villarreal",2,1,"H"
NA,"Barcelona","Real Madrid",5,0,"H"
NA,"Getafe","Betis",2,0,"H"
NA,"Sevilla","Huesca",2,0,"H"
NA,"Leganes","Ath Madrid",1,0,"D"
NA,"Real Madrid","Valladolid",2,0,"H"
NA,"Valencia","Girona",0,0,"A"
NA,"Vallecano","Barcelona",2,1,"A"
NA,"Betis","Celta",3,0,"D"
NA,"Eibar","Alaves",2,1,"H"
NA,"Huesca","Getafe",1,0,"D"
NA,"Sociedad","Sevilla",0,0,"D"
NA,"Villarreal","Levante",1,0,"D"
NA,"Espanol","Ath Bilbao",1,0,"H"
NA,"Levante","Sociedad",1,0,"A"
NA,"Ath Madrid","Ath Bilbao",3,1,"H"
NA,"Getafe","Valencia",0,0,"A"
NA,"Girona","Leganes",0,0,"D"
NA,"Valladolid","Eibar",0,0,"D"
NA,"Alaves","Huesca",2,1,"H"
NA,"Barcelona","Betis",3,2,"A"
NA,"Celta","Real Madrid",2,1,"A"
NA,"Sevilla","Espanol",2,1,"H"
NA,"Vallecano","Villarreal",2,1,"D"
NA,"Leganes","Alaves",1,0,"H"
NA,"Ath Madrid","Barcelona",1,0,"D"
NA,"Eibar","Real Madrid",3,0,"H"
NA,"Huesca","Levante",2,1,"D"
NA,"Valencia","Vallecano",3,0,"H"
NA,"Ath Bilbao","Getafe",1,0,"D"
NA,"Espanol","Girona",1,2,"A"
NA,"Sevilla","Valladolid",1,0,"H"
NA,"Villarreal","Betis",2,0,"H"
NA,"Sociedad","Celta",2,0,"H"
NA,"Vallecano","Eibar",1,0,"H"
NA,"Celta","Huesca",2,0,"H"
NA,"Getafe","Espanol",3,0,"H"
NA,"Real Madrid","Valencia",2,0,"H"
NA,"Valladolid","Leganes",2,2,"A"
NA,"Alaves","Sevilla",1,0,"D"
NA,"Barcelona","Villarreal",2,0,"H"
NA,"Betis","Sociedad",1,0,"H"
NA,"Girona","Ath Madrid",1,0,"D"
NA,"Levante","Ath Bilbao",3,0,"H"
NA,"Leganes","Getafe",1,1,"D"
NA,"Ath Madrid","Alaves",3,0,"H"
NA,"Espanol","Barcelona",0,3,"A"
NA,"Valencia","Sevilla",1,0,"D"
NA,"Villarreal","Celta",2,1,"A"
NA,"Betis","Vallecano",2,0,"H"
NA,"Eibar","Levante",4,2,"D"
NA,"Huesca","Real Madrid",0,1,"A"
NA,"Sociedad","Valladolid",1,1,"A"
NA,"Ath Bilbao","Girona",1,0,"H"
NA,"Celta","Leganes",0,0,"D"
NA,"Eibar","Valencia",1,1,"D"
NA,"Getafe","Sociedad",1,0,"H"
NA,"Real Madrid","Vallecano",1,0,"H"
NA,"Valladolid","Ath Madrid",2,2,"A"
NA,"Espanol","Betis",1,1,"A"
NA,"Huesca","Villarreal",2,0,"D"
NA,"Levante","Barcelona",0,2,"A"
NA,"Sevilla","Girona",2,0,"H"
NA,"Alaves","Ath Bilbao",0,0,"D"
NA,"Girona","Getafe",1,0,"D"
NA,"Sociedad","Alaves",0,1,"A"
NA,"Ath Bilbao","Valladolid",1,0,"D"
NA,"Ath Madrid","Espanol",1,0,"H"
NA,"Barcelona","Celta",2,0,"H"
NA,"Betis","Eibar",1,0,"D"
NA,"Leganes","Sevilla",1,0,"D"
NA,"Valencia","Huesca",2,0,"H"
NA,"Vallecano","Levante",2,0,"H"
NA,"Villarreal","Real Madrid",2,2,"D"
NA,"Espanol","Leganes",1,0,"H"
NA,"Levante","Girona",2,1,"D"
NA,"Alaves","Valencia",2,1,"H"
NA,"Huesca","Betis",2,0,"H"
NA,"Valladolid","Vallecano",0,1,"A"
NA,"Eibar","Villarreal",0,0,"D"
NA,"Getafe","Barcelona",1,2,"A"
NA,"Real Madrid","Sociedad",0,1,"A"
NA,"Sevilla","Ath Madrid",1,1,"D"
NA,"Celta","Ath Bilbao",1,1,"A"
NA,"Vallecano","Celta",4,2,"H"
NA,"Girona","Alaves",1,0,"D"
NA,"Leganes","Huesca",1,0,"H"
NA,"Valencia","Valladolid",1,0,"D"
NA,"Villarreal","Getafe",1,0,"A"
NA,"Ath Bilbao","Sevilla",2,0,"H"
NA,"Ath Madrid","Levante",1,0,"H"
NA,"Barcelona","Eibar",3,0,"H"
NA,"Betis","Real Madrid",1,1,"A"
NA,"Sociedad","Espanol",3,2,"H"
NA,"Getafe","Alaves",4,0,"H"
NA,"Celta","Valencia",1,0,"A"
NA,"Huesca","Ath Madrid",0,1,"A"
NA,"Real Madrid","Sevilla",2,0,"H"
NA,"Barcelona","Leganes",3,0,"H"
NA,"Betis","Girona",3,2,"H"
NA,"Levante","Valladolid",2,0,"H"
NA,"Vallecano","Sociedad",2,1,"D"
NA,"Villarreal","Ath Bilbao",1,1,"D"
NA,"Eibar","Espanol",3,0,"H"
NA,"Ath Madrid","Getafe",2,0,"H"
NA,"Leganes","Eibar",2,2,"D"
NA,"Sevilla","Levante",5,0,"H"
NA,"Valencia","Villarreal",3,0,"H"
NA,"Ath Bilbao","Betis",1,0,"H"
NA,"Espanol","Real Madrid",2,3,"A"
NA,"Girona","Barcelona",0,1,"A"
NA,"Sociedad","Huesca",0,0,"D"
NA,"Valladolid","Celta",2,1,"H"
NA,"Alaves","Vallecano",0,0,"A"
NA,"Huesca","Valladolid",4,0,"H"
NA,"Barcelona","Valencia",2,2,"D"
NA,"Celta","Sevilla",1,0,"H"
NA,"Levante","Getafe",0,0,"D"
NA,"Sociedad","Ath Bilbao",2,0,"H"
NA,"Betis","Ath Madrid",1,0,"H"
NA,"Eibar","Girona",3,0,"H"
NA,"Real Madrid","Alaves",3,0,"H"
NA,"Villarreal","Espanol",2,0,"D"
NA,"Vallecano","Leganes",1,1,"A"
NA,"Valladolid","Villarreal",0,0,"D"
NA,"Ath Madrid","Real Madrid",1,2,"A"
NA,"Espanol","Vallecano",2,1,"H"
NA,"Getafe","Celta",3,1,"H"
NA,"Girona","Huesca",0,2,"A"
NA,"Ath Bilbao","Barcelona",0,0,"D"
NA,"Leganes","Betis",3,0,"H"
NA,"Sevilla","Eibar",2,1,"D"
NA,"Valencia","Sociedad",0,0,"D"
NA,"Alaves","Levante",2,0,"H"
NA,"Eibar","Getafe",2,1,"D"
NA,"Barcelona","Valladolid",1,0,"H"
NA,"Celta","Levante",1,2,"A"
NA,"Sociedad","Leganes",3,0,"H"
NA,"Vallecano","Ath Madrid",0,0,"A"
NA,"Betis","Alaves",1,1,"D"
NA,"Real Madrid","Girona",1,0,"A"
NA,"Valencia","Espanol",0,0,"D"
NA,"Villarreal","Sevilla",3,0,"H"
NA,"Huesca","Ath Bilbao",0,1,"A"
NA,"Espanol","Huesca",1,0,"D"
NA,"Alaves","Celta",0,0,"D"
NA,"Ath Bilbao","Eibar",1,0,"H"
NA,"Getafe","Vallecano",2,0,"H"
NA,"Sevilla","Barcelona",2,1,"A"
NA,"Ath Madrid","Villarreal",2,0,"H"
NA,"Leganes","Valencia",1,1,"D"
NA,"Levante","Real Madrid",1,1,"A"
NA,"Valladolid","Betis",0,1,"A"
NA,"Girona","Sociedad",0,0,"D"
NA,"Vallecano","Girona",0,1,"A"
NA,"Espanol","Valladolid",3,1,"H"
NA,"Huesca","Sevilla",2,0,"H"
NA,"Real Madrid","Barcelona",0,1,"A"
NA,"Villarreal","Alaves",1,0,"A"
NA,"Betis","Getafe",1,2,"A"
NA,"Eibar","Celta",1,0,"H"
NA,"Sociedad","Ath Madrid",0,2,"A"
NA,"Valencia","Ath Bilbao",2,0,"H"
NA,"Leganes","Levante",1,0,"H"
NA,"Ath Bilbao","Espanol",1,1,"D"
NA,"Alaves","Eibar",1,0,"D"
NA,"Ath Madrid","Leganes",1,0,"H"
NA,"Barcelona","Vallecano",3,1,"H"
NA,"Getafe","Huesca",2,1,"H"
NA,"Celta","Betis",0,0,"A"
NA,"Girona","Valencia",2,1,"A"
NA,"Levante","Villarreal",0,0,"A"
NA,"Sevilla","Sociedad",5,1,"H"
NA,"Valladolid","Real Madrid",1,1,"A"
NA,"Sociedad","Levante",1,0,"D"
NA,"Ath Bilbao","Ath Madrid",2,0,"H"
NA,"Huesca","Alaves",1,1,"A"
NA,"Leganes","Girona",0,2,"A"
NA,"Real Madrid","Celta",2,0,"H"
NA,"Betis","Barcelona",1,2,"A"
NA,"Eibar","Valladolid",1,0,"A"
NA,"Espanol","Sevilla",0,0,"A"
NA,"Valencia","Getafe",0,0,"D"
NA,"Villarreal","Vallecano",3,1,"H"
NA,"Girona","Ath Bilbao",1,0,"A"
NA,"Alaves","Ath Madrid",0,2,"A"
NA,"Barcelona","Espanol",2,0,"H"
NA,"Celta","Villarreal",3,2,"H"
NA,"Getafe","Leganes",0,0,"A"
NA,"Levante","Eibar",2,1,"D"
NA,"Real Madrid","Huesca",3,1,"H"
NA,"Sevilla","Valencia",0,1,"A"
NA,"Valladolid","Sociedad",1,0,"D"
NA,"Vallecano","Betis",1,0,"D"
NA,"Ath Madrid","Girona",2,0,"H"
NA,"Espanol","Getafe",1,0,"D"
NA,"Villarreal","Barcelona",4,2,"D"
NA,"Ath Bilbao","Levante",3,0,"H"
NA,"Eibar","Vallecano",2,1,"H"
NA,"Huesca","Celta",3,1,"D"
NA,"Valencia","Real Madrid",2,0,"H"
NA,"Leganes","Valladolid",1,0,"H"
NA,"Sevilla","Alaves",2,0,"H"
NA,"Sociedad","Betis",2,0,"H"
NA,"Barcelona","Ath Madrid",2,0,"H"
NA,"Girona","Espanol",1,0,"A"
NA,"Real Madrid","Eibar",2,1,"H"
NA,"Vallecano","Valencia",2,0,"H"
NA,"Alaves","Leganes",1,0,"D"
NA,"Betis","Villarreal",2,1,"H"
NA,"Celta","Sociedad",3,1,"H"
NA,"Getafe","Ath Bilbao",1,0,"H"
NA,"Levante","Huesca",2,0,"D"
NA,"Valladolid","Sevilla",0,0,"A"
NA,"Ath Madrid","Celta",2,0,"H"
NA,"Espanol","Alaves",2,0,"H"
NA,"Huesca","Barcelona",0,0,"D"
NA,"Sevilla","Betis",3,0,"H"
NA,"Ath Bilbao","Vallecano",3,1,"H"
NA,"Girona","Villarreal",0,1,"A"
NA,"Sociedad","Eibar",1,0,"D"
NA,"Valencia","Levante",3,0,"H"
NA,"Valladolid","Getafe",2,1,"D"
NA,"Leganes","Real Madrid",1,0,"D"
NA,"Alaves","Valladolid",2,1,"D"
NA,"Barcelona","Sociedad",2,0,"H"
NA,"Celta","Girona",2,0,"H"
NA,"Eibar","Ath Madrid",0,0,"A"
NA,"Vallecano","Huesca",0,0,"D"
NA,"Betis","Valencia",1,1,"A"
NA,"Getafe","Sevilla",3,0,"H"
NA,"Levante","Espanol",2,1,"D"
NA,"Real Madrid","Ath Bilbao",3,0,"H"
NA,"Villarreal","Leganes",2,0,"H"
NA,"Alaves","Barcelona",0,0,"A"
NA,"Huesca","Eibar",2,0,"H"
NA,"Valladolid","Girona",1,0,"H"
NA,"Ath Madrid","Valencia",3,1,"H"
NA,"Espanol","Celta",1,0,"D"
NA,"Leganes","Ath Bilbao",0,1,"A"
NA,"Levante","Betis",4,0,"H"
NA,"Getafe","Real Madrid",0,0,"D"
NA,"Sevilla","Vallecano",5,0,"H"
NA,"Sociedad","Villarreal",0,0,"A"
NA,"Ath Bilbao","Alaves",1,1,"D"
NA,"Ath Madrid","Valladolid",1,0,"H"
NA,"Barcelona","Levante",1,0,"H"
NA,"Leganes","Celta",0,0,"D"
NA,"Girona","Sevilla",1,0,"H"
NA,"Sociedad","Getafe",2,0,"H"
NA,"Valencia","Eibar",0,0,"A"
NA,"Vallecano","Real Madrid",1,0,"H"
NA,"Villarreal","Huesca",1,0,"D"
NA,"Betis","Espanol",1,1,"D"
NA,"Sevilla","Leganes",0,2,"A"
NA,"Alaves","Sociedad",0,1,"A"
NA,"Celta","Barcelona",2,0,"H"
NA,"Espanol","Ath Madrid",3,0,"H"
NA,"Levante","Vallecano",4,0,"H"
NA,"Eibar","Betis",1,0,"H"
NA,"Getafe","Girona",2,0,"H"
NA,"Huesca","Valencia",2,5,"A"
NA,"Real Madrid","Villarreal",3,1,"H"
NA,"Valladolid","Ath Bilbao",1,0,"H"
NA,"Ath Bilbao","Celta",3,0,"H"
NA,"Ath Madrid","Sevilla",1,0,"D"
NA,"Barcelona","Getafe",2,0,"H"
NA,"Betis","Huesca",2,0,"H"
NA,"Girona","Levante",1,0,"A"
NA,"Leganes","Espanol",0,1,"A"
NA,"Sociedad","Real Madrid",3,1,"H"
NA,"Valencia","Alaves",3,1,"H"
NA,"Vallecano","Valladolid",1,1,"A"
NA,"Villarreal","Eibar",1,0,"H"
NA,"Alaves","Girona",2,0,"H"
NA,"Celta","Vallecano",2,1,"D"
NA,"Espanol","Sociedad",2,0,"H"
NA,"Getafe","Villarreal",2,1,"D"
NA,"Huesca","Leganes",2,1,"H"
NA,"Levante","Ath Madrid",2,0,"D"
NA,"Sevilla","Ath Bilbao",2,0,"H"
NA,"Valladolid","Valencia",0,1,"A"
NA,"Eibar","Barcelona",2,2,"D"
NA,"Real Madrid","Betis",0,0,"A"
NA,"Ath Bilbao","Barcelona",1,0,"H"
NA,"Celta","Real Madrid",1,1,"A"
NA,"Valencia","Sociedad",1,0,"D"
NA,"Mallorca","Eibar",2,0,"H"
NA,"Leganes","Osasuna",0,0,"A"
NA,"Villarreal","Granada",4,1,"D"
NA,"Alaves","Levante",1,0,"H"
NA,"Espanol","Sevilla",0,1,"A"
NA,"Betis","Valladolid",1,0,"A"
NA,"Ath Madrid","Getafe",1,0,"H"
NA,"Granada","Sevilla",0,0,"A"
NA,"Levante","Villarreal",2,1,"H"
NA,"Osasuna","Eibar",0,0,"D"
NA,"Real Madrid","Valladolid",1,0,"D"
NA,"Celta","Valencia",1,0,"H"
NA,"Getafe","Ath Bilbao",1,1,"D"
NA,"Alaves","Espanol",0,0,"D"
NA,"Mallorca","Sociedad",0,0,"A"
NA,"Leganes","Ath Madrid",0,0,"A"
NA,"Barcelona","Betis",5,1,"H"
NA,"Sevilla","Celta",1,0,"D"
NA,"Ath Bilbao","Sociedad",2,0,"H"
NA,"Osasuna","Barcelona",2,0,"D"
NA,"Getafe","Alaves",1,1,"D"
NA,"Levante","Valladolid",2,0,"H"
NA,"Betis","Leganes",2,0,"H"
NA,"Valencia","Mallorca",2,0,"H"
NA,"Ath Madrid","Eibar",3,2,"H"
NA,"Espanol","Granada",0,1,"A"
NA,"Villarreal","Real Madrid",2,1,"D"
NA,"Mallorca","Ath Bilbao",0,0,"D"
NA,"Real Madrid","Levante",3,0,"H"
NA,"Leganes","Villarreal",0,2,"A"
NA,"Sociedad","Ath Madrid",2,0,"H"
NA,"Barcelona","Valencia",5,1,"H"
NA,"Eibar","Espanol",1,0,"A"
NA,"Alaves","Sevilla",0,1,"A"
NA,"Celta","Granada",0,1,"A"
NA,"Valladolid","Osasuna",1,0,"D"
NA,"Betis","Getafe",1,1,"D"
NA,"Osasuna","Betis",0,0,"D"
NA,"Villarreal","Valladolid",2,0,"H"
NA,"Levante","Eibar",0,0,"D"
NA,"Ath Madrid","Celta",0,0,"D"
NA,"Granada","Barcelona",2,0,"H"
NA,"Getafe","Mallorca",4,0,"H"
NA,"Espanol","Sociedad",1,2,"A"
NA,"Valencia","Leganes",1,1,"D"
NA,"Ath Bilbao","Alaves",2,0,"H"
NA,"Sevilla","Real Madrid",0,0,"A"
NA,"Valladolid","Granada",1,1,"D"
NA,"Betis","Levante",3,1,"H"
NA,"Barcelona","Villarreal",2,1,"H"
NA,"Leganes","Ath Bilbao",1,0,"D"
NA,"Mallorca","Ath Madrid",0,1,"A"
NA,"Valencia","Getafe",3,1,"D"
NA,"Real Madrid","Osasuna",2,0,"H"
NA,"Eibar","Sevilla",3,2,"H"
NA,"Celta","Espanol",1,0,"D"
NA,"Sociedad","Alaves",3,0,"H"
NA,"Villarreal","Betis",5,0,"H"
NA,"Ath Bilbao","Valencia",0,1,"A"
NA,"Getafe","Barcelona",0,1,"A"
NA,"Granada","Leganes",1,0,"H"
NA,"Ath Madrid","Real Madrid",0,0,"D"
NA,"Espanol","Valladolid",0,1,"A"
NA,"Eibar","Celta",2,0,"H"
NA,"Alaves","Mallorca",2,0,"H"
NA,"Levante","Osasuna",1,0,"D"
NA,"Sevilla","Sociedad",3,1,"H"
NA,"Betis","Eibar",1,1,"D"
NA,"Leganes","Levante",1,1,"A"
NA,"Real Madrid","Granada",4,0,"H"
NA,"Valencia","Alaves",2,0,"H"
NA,"Osasuna","Villarreal",2,1,"H"
NA,"Mallorca","Espanol",2,0,"H"
NA,"Celta","Ath Bilbao",1,0,"H"
NA,"Valladolid","Ath Madrid",0,0,"D"
NA,"Sociedad","Getafe",1,0,"A"
NA,"Barcelona","Sevilla",4,0,"H"
NA,"Granada","Osasuna",1,0,"H"
NA,"Eibar","Barcelona",0,1,"A"
NA,"Ath Madrid","Valencia",1,0,"D"
NA,"Getafe","Leganes",2,0,"H"
NA,"Mallorca","Real Madrid",1,0,"H"
NA,"Alaves","Celta",2,0,"H"
NA,"Sociedad","Betis",3,1,"H"
NA,"Espanol","Villarreal",0,1,"A"
NA,"Ath Bilbao","Valladolid",1,0,"D"
NA,"Sevilla","Levante",1,0,"H"
NA,"Villarreal","Alaves",4,0,"H"
NA,"Leganes","Mallorca",1,0,"H"
NA,"Valladolid","Eibar",2,0,"H"
NA,"Ath Madrid","Ath Bilbao",2,0,"H"
NA,"Celta","Sociedad",0,0,"A"
NA,"Granada","Betis",1,0,"H"
NA,"Levante","Espanol",0,1,"A"
NA,"Sevilla","Getafe",2,0,"H"
NA,"Osasuna","Valencia",3,1,"H"
NA,"Alaves","Ath Madrid",1,0,"D"
NA,"Barcelona","Valladolid",5,1,"H"
NA,"Sociedad","Levante",1,2,"A"
NA,"Valencia","Sevilla",1,1,"D"
NA,"Ath Bilbao","Espanol",3,0,"H"
NA,"Betis","Celta",2,0,"H"
NA,"Real Madrid","Leganes",5,0,"H"
NA,"Eibar","Villarreal",2,0,"H"
NA,"Mallorca","Osasuna",2,0,"D"
NA,"Getafe","Granada",3,0,"H"
NA,"Espanol","Valencia",1,0,"A"
NA,"Levante","Barcelona",3,1,"H"
NA,"Sevilla","Ath Madrid",1,0,"D"
NA,"Real Madrid","Betis",0,0,"D"
NA,"Valladolid","Mallorca",3,0,"H"
NA,"Villarreal","Ath Bilbao",0,0,"D"
NA,"Osasuna","Alaves",4,1,"H"
NA,"Celta","Getafe",0,1,"A"
NA,"Leganes","Eibar",1,1,"A"
NA,"Granada","Sociedad",1,1,"A"
NA,"Sociedad","Leganes",1,0,"D"
NA,"Alaves","Valladolid",3,0,"H"
NA,"Valencia","Granada",2,0,"H"
NA,"Eibar","Real Madrid",0,3,"A"
NA,"Barcelona","Celta",4,1,"H"
NA,"Mallorca","Villarreal",3,0,"H"
NA,"Ath Bilbao","Levante",2,1,"H"
NA,"Ath Madrid","Espanol",3,1,"H"
NA,"Getafe","Osasuna",0,0,"D"
NA,"Betis","Sevilla",1,1,"A"
NA,"Levante","Mallorca",2,0,"H"
NA,"Leganes","Barcelona",1,0,"A"
NA,"Betis","Valencia",2,1,"H"
NA,"Granada","Ath Madrid",1,0,"D"
NA,"Real Madrid","Sociedad",3,1,"H"
NA,"Espanol","Getafe",1,1,"D"
NA,"Osasuna","Ath Bilbao",1,1,"A"
NA,"Eibar","Alaves",0,0,"A"
NA,"Villarreal","Celta",1,0,"A"
NA,"Valladolid","Sevilla",0,1,"A"
NA,"Celta","Valladolid",0,0,"D"
NA,"Alaves","Real Madrid",1,0,"A"
NA,"Sociedad","Eibar",4,1,"H"
NA,"Mallorca","Betis",1,2,"A"
NA,"Valencia","Villarreal",2,0,"H"
NA,"Sevilla","Leganes",1,0,"H"
NA,"Ath Bilbao","Granada",2,0,"H"
NA,"Espanol","Osasuna",2,0,"A"
NA,"Getafe","Levante",4,0,"H"
NA,"Ath Madrid","Barcelona",0,0,"A"
NA,"Villarreal","Ath Madrid",0,0,"D"
NA,"Real Madrid","Espanol",2,0,"H"
NA,"Granada","Alaves",3,0,"H"
NA,"Levante","Valencia",2,1,"A"
NA,"Barcelona","Mallorca",5,1,"H"
NA,"Eibar","Getafe",0,0,"A"
NA,"Betis","Ath Bilbao",3,1,"H"
NA,"Valladolid","Sociedad",0,0,"D"
NA,"Leganes","Celta",3,0,"H"
NA,"Osasuna","Sevilla",1,1,"D"
NA,"Alaves","Leganes",1,1,"D"
NA,"Granada","Levante",1,0,"A"
NA,"Sociedad","Barcelona",2,1,"D"
NA,"Ath Bilbao","Eibar",0,0,"D"
NA,"Ath Madrid","Osasuna",2,0,"H"
NA,"Getafe","Valladolid",2,0,"H"
NA,"Celta","Mallorca",2,1,"D"
NA,"Espanol","Betis",2,1,"D"
NA,"Sevilla","Villarreal",1,1,"A"
NA,"Valencia","Real Madrid",1,0,"D"
NA,"Barcelona","Real Madrid",0,0,"D"
NA,"Eibar","Granada",3,0,"H"
NA,"Mallorca","Sevilla",0,1,"A"
NA,"Barcelona","Alaves",4,0,"H"
NA,"Villarreal","Getafe",1,0,"H"
NA,"Valladolid","Valencia",1,0,"D"
NA,"Leganes","Espanol",2,0,"H"
NA,"Osasuna","Sociedad",3,3,"A"
NA,"Betis","Ath Madrid",1,0,"A"
NA,"Levante","Celta",3,1,"H"
NA,"Real Madrid","Ath Bilbao",0,0,"D"
NA,"Valladolid","Leganes",2,2,"D"
NA,"Sevilla","Ath Bilbao",1,1,"D"
NA,"Valencia","Eibar",1,0,"H"
NA,"Getafe","Real Madrid",0,1,"A"
NA,"Ath Madrid","Levante",2,1,"H"
NA,"Espanol","Barcelona",2,0,"D"
NA,"Granada","Mallorca",1,0,"H"
NA,"Sociedad","Villarreal",1,0,"A"
NA,"Alaves","Betis",1,0,"D"
NA,"Celta","Osasuna",1,0,"D"
NA,"Leganes","Getafe",0,3,"A"
NA,"Levante","Alaves",0,0,"A"
NA,"Real Madrid","Sevilla",2,0,"H"
NA,"Osasuna","Valladolid",0,0,"D"
NA,"Eibar","Ath Madrid",2,0,"H"
NA,"Mallorca","Valencia",4,0,"H"
NA,"Betis","Sociedad",3,0,"H"
NA,"Villarreal","Espanol",1,1,"A"
NA,"Ath Bilbao","Celta",1,0,"D"
NA,"Barcelona","Granada",1,0,"H"
NA,"Osasuna","Levante",2,0,"H"
NA,"Espanol","Ath Bilbao",1,1,"D"
NA,"Valencia","Barcelona",2,0,"H"
NA,"Alaves","Villarreal",1,1,"A"
NA,"Sevilla","Granada",2,0,"H"
NA,"Ath Madrid","Leganes",0,0,"D"
NA,"Celta","Eibar",0,0,"D"
NA,"Getafe","Betis",1,0,"H"
NA,"Sociedad","Mallorca",3,0,"H"
NA,"Valladolid","Real Madrid",0,0,"A"
NA,"Granada","Espanol",2,1,"H"
NA,"Real Madrid","Ath Madrid",1,0,"H"
NA,"Mallorca","Valladolid",0,0,"A"
NA,"Valencia","Celta",1,0,"H"
NA,"Leganes","Sociedad",2,1,"H"
NA,"Eibar","Betis",1,1,"D"
NA,"Ath Bilbao","Getafe",0,1,"A"
NA,"Sevilla","Alaves",1,0,"D"
NA,"Villarreal","Osasuna",3,0,"H"
NA,"Barcelona","Levante",2,0,"H"
NA,"Alaves","Eibar",2,0,"H"
NA,"Levante","Leganes",2,0,"H"
NA,"Getafe","Valencia",3,0,"H"
NA,"Valladolid","Villarreal",1,0,"D"
NA,"Ath Madrid","Granada",1,0,"H"
NA,"Espanol","Mallorca",1,0,"H"
NA,"Sociedad","Ath Bilbao",2,0,"H"
NA,"Osasuna","Real Madrid",1,2,"A"
NA,"Celta","Sevilla",2,1,"H"
NA,"Betis","Barcelona",2,2,"A"
NA,"Valencia","Ath Madrid",2,2,"D"
NA,"Mallorca","Alaves",1,0,"H"
NA,"Barcelona","Getafe",2,0,"H"
NA,"Villarreal","Levante",2,0,"H"
NA,"Granada","Valladolid",2,0,"H"
NA,"Sevilla","Espanol",2,1,"D"
NA,"Leganes","Betis",0,0,"D"
NA,"Ath Bilbao","Osasuna",0,1,"A"
NA,"Real Madrid","Celta",2,1,"D"
NA,"Betis","Mallorca",3,2,"D"
NA,"Celta","Leganes",1,0,"H"
NA,"Barcelona","Eibar",5,0,"H"
NA,"Sociedad","Valencia",3,0,"H"
NA,"Levante","Real Madrid",1,0,"H"
NA,"Osasuna","Granada",0,3,"A"
NA,"Alaves","Ath Bilbao",2,1,"H"
NA,"Valladolid","Espanol",2,0,"H"
NA,"Getafe","Sevilla",0,1,"A"
NA,"Ath Madrid","Villarreal",3,1,"H"
NA,"Sociedad","Valladolid",1,0,"H"
NA,"Eibar","Levante",3,0,"H"
NA,"Valencia","Betis",2,0,"H"
NA,"Leganes","Alaves",1,0,"D"
NA,"Granada","Celta",0,0,"D"
NA,"Sevilla","Osasuna",3,0,"H"
NA,"Ath Bilbao","Villarreal",1,0,"H"
NA,"Espanol","Ath Madrid",1,0,"D"
NA,"Mallorca","Getafe",0,0,"A"
NA,"Real Madrid","Barcelona",2,0,"H"
NA,"Alaves","Valencia",1,1,"D"
NA,"Eibar","Mallorca",1,1,"A"
NA,"Ath Madrid","Sevilla",2,2,"D"
NA,"Barcelona","Sociedad",1,0,"H"
NA,"Getafe","Celta",0,0,"D"
NA,"Osasuna","Espanol",1,0,"H"
NA,"Valladolid","Ath Bilbao",1,2,"A"
NA,"Levante","Granada",1,0,"D"
NA,"Villarreal","Leganes",1,0,"A"
NA,"Betis","Real Madrid",2,1,"H"
NA,"Eibar","Sociedad",1,1,"A"
NA,"Sevilla","Betis",2,0,"H"
NA,"Granada","Getafe",2,1,"H"
NA,"Valencia","Levante",1,0,"D"
NA,"Espanol","Alaves",2,0,"H"
NA,"Celta","Villarreal",0,0,"A"
NA,"Leganes","Valladolid",1,1,"A"
NA,"Mallorca","Barcelona",0,2,"A"
NA,"Ath Bilbao","Ath Madrid",1,1,"D"
NA,"Real Madrid","Eibar",3,0,"H"
NA,"Sociedad","Osasuna",1,1,"D"
NA,"Levante","Sevilla",1,0,"D"
NA,"Betis","Granada",2,1,"D"
NA,"Getafe","Espanol",0,0,"D"
NA,"Villarreal","Mallorca",1,0,"H"
NA,"Barcelona","Leganes",2,0,"H"
NA,"Eibar","Ath Bilbao",2,1,"D"
NA,"Valladolid","Celta",0,0,"D"
NA,"Osasuna","Ath Madrid",0,1,"A"
NA,"Alaves","Sociedad",2,0,"H"
NA,"Real Madrid","Valencia",3,0,"H"
NA,"Granada","Villarreal",0,1,"A"
NA,"Mallorca","Leganes",1,0,"D"
NA,"Sevilla","Barcelona",0,0,"D"
NA,"Espanol","Levante",1,1,"A"
NA,"Ath Bilbao","Betis",1,0,"H"
NA,"Getafe","Eibar",1,1,"D"
NA,"Ath Madrid","Valladolid",1,0,"H"
NA,"Celta","Alaves",6,0,"H"
NA,"Valencia","Osasuna",2,0,"H"
NA,"Sociedad","Real Madrid",1,0,"A"
NA,"Villarreal","Sevilla",2,1,"D"
NA,"Leganes","Granada",0,0,"D"
NA,"Levante","Ath Madrid",0,1,"A"
NA,"Valladolid","Getafe",1,1,"D"
NA,"Barcelona","Ath Bilbao",1,0,"H"
