"","date","home.team","home.score","away.team","away.score"
"526",2018-12-09,"Betis",2,"Vallecano",0
"527",2018-12-09,"Eibar",4,"Levante",4
"528",2018-12-09,"Huesca",0,"Real Madrid",1
"529",2018-12-09,"Sociedad",1,"Valladolid",2
"530",2018-12-10,"Ath Bilbao",1,"Girona",0
"531",2018-12-14,"Celta",0,"Leganes",0
"532",2018-12-15,"Eibar",1,"Valencia",1
"533",2018-12-15,"Getafe",1,"Sociedad",0
"534",2018-12-15,"Real Madrid",1,"Vallecano",0
"535",2018-12-15,"Valladolid",2,"Ath Madrid",3
"536",2018-12-16,"Espanol",1,"Betis",3
"537",2018-12-16,"Huesca",2,"Villarreal",2
"538",2018-12-16,"Levante",0,"Barcelona",5
"539",2018-12-16,"Sevilla",2,"Girona",0
"540",2018-12-17,"Alaves",0,"Ath Bilbao",0
"541",2018-12-21,"Girona",1,"Getafe",1
"542",2018-12-21,"Sociedad",0,"Alaves",1
"543",2018-12-22,"Ath Bilbao",1,"Valladolid",1
"544",2018-12-22,"Ath Madrid",1,"Espanol",0
"545",2018-12-22,"Barcelona",2,"Celta",0
"546",2018-12-22,"Betis",1,"Eibar",1
"547",2018-12-23,"Leganes",1,"Sevilla",1
"548",2018-12-23,"Valencia",2,"Huesca",1
"549",2018-12-23,"Vallecano",2,"Levante",1
"550",2019-01-03,"Villarreal",2,"Real Madrid",2
"551",2019-01-04,"Espanol",1,"Leganes",0
"552",2019-01-04,"Levante",2,"Girona",2
"553",2019-01-05,"Alaves",2,"Valencia",1
"554",2019-01-05,"Huesca",2,"Betis",1
"555",2019-01-05,"Valladolid",0,"Vallecano",1
"556",2019-01-06,"Eibar",0,"Villarreal",0
"557",2019-01-06,"Getafe",1,"Barcelona",2
"558",2019-01-06,"Real Madrid",0,"Sociedad",2
"559",2019-01-06,"Sevilla",1,"Ath Madrid",1
"560",2019-01-07,"Celta",1,"Ath Bilbao",2
"561",2019-01-11,"Vallecano",4,"Celta",2
"562",2019-01-12,"Girona",1,"Alaves",1
"563",2019-01-12,"Leganes",1,"Huesca",0
"564",2019-01-12,"Valencia",1,"Valladolid",1
"565",2019-01-12,"Villarreal",1,"Getafe",2
"566",2019-01-13,"Ath Bilbao",2,"Sevilla",0
"567",2019-01-13,"Ath Madrid",1,"Levante",0
"568",2019-01-13,"Barcelona",3,"Eibar",0
"569",2019-01-13,"Betis",1,"Real Madrid",2
"570",2019-01-14,"Sociedad",3,"Espanol",2
"571",2019-01-18,"Getafe",4,"Alaves",0
"572",2019-01-19,"Celta",1,"Valencia",2
"573",2019-01-19,"Huesca",0,"Ath Madrid",3
"574",2019-01-19,"Real Madrid",2,"Sevilla",0
"575",2019-01-20,"Barcelona",3,"Leganes",1
"576",2019-01-20,"Betis",3,"Girona",2
"577",2019-01-20,"Levante",2,"Valladolid",0
"578",2019-01-20,"Vallecano",2,"Sociedad",2
"579",2019-01-20,"Villarreal",1,"Ath Bilbao",1
"580",2019-01-21,"Eibar",3,"Espanol",0
"581",2019-01-26,"Ath Madrid",2,"Getafe",0
"582",2019-01-26,"Leganes",2,"Eibar",2
"583",2019-01-26,"Sevilla",5,"Levante",0
"584",2019-01-26,"Valencia",3,"Villarreal",0
"585",2019-01-27,"Ath Bilbao",1,"Betis",0
"586",2019-01-27,"Espanol",2,"Real Madrid",4
"587",2019-01-27,"Girona",0,"Barcelona",2
"588",2019-01-27,"Sociedad",0,"Huesca",0
"589",2019-01-27,"Valladolid",2,"Celta",1
"590",2019-01-28,"Alaves",0,"Vallecano",1
"591",2019-02-01,"Huesca",4,"Valladolid",0
"592",2019-02-02,"Barcelona",2,"Valencia",2
"593",2019-02-02,"Celta",1,"Sevilla",0
"594",2019-02-02,"Levante",0,"Getafe",0
"595",2019-02-02,"Sociedad",2,"Ath Bilbao",1
"596",2019-02-03,"Betis",1,"Ath Madrid",0
"597",2019-02-03,"Eibar",3,"Girona",0
"598",2019-02-03,"Real Madrid",3,"Alaves",0
"599",2019-02-03,"Villarreal",2,"Espanol",2
"600",2019-02-04,"Vallecano",1,"Leganes",2
"601",2019-02-08,"Valladolid",0,"Villarreal",0
"602",2019-02-09,"Ath Madrid",1,"Real Madrid",3
"603",2019-02-09,"Espanol",2,"Vallecano",1
"604",2019-02-09,"Getafe",3,"Celta",1
"605",2019-02-09,"Girona",0,"Huesca",2
"606",2019-02-10,"Ath Bilbao",0,"Barcelona",0
"607",2019-02-10,"Leganes",3,"Betis",0
"608",2019-02-10,"Sevilla",2,"Eibar",2
"609",2019-02-10,"Valencia",0,"Sociedad",0
"610",2019-02-11,"Alaves",2,"Levante",0
"611",2019-02-15,"Eibar",2,"Getafe",2
"612",2019-02-16,"Barcelona",1,"Valladolid",0
"613",2019-02-16,"Celta",1,"Levante",4
"614",2019-02-16,"Sociedad",3,"Leganes",0
"615",2019-02-16,"Vallecano",0,"Ath Madrid",1
"616",2019-02-17,"Betis",1,"Alaves",1
"617",2019-02-17,"Real Madrid",1,"Girona",2
"618",2019-02-17,"Valencia",0,"Espanol",0
"619",2019-02-17,"Villarreal",3,"Sevilla",0
"620",2019-02-18,"Huesca",0,"Ath Bilbao",1
"621",2019-02-22,"Espanol",1,"Huesca",1
"622",2019-02-23,"Alaves",0,"Celta",0
"623",2019-02-23,"Ath Bilbao",1,"Eibar",0
"624",2019-02-23,"Getafe",2,"Vallecano",1
"625",2019-02-23,"Sevilla",2,"Barcelona",4
"626",2019-02-24,"Ath Madrid",2,"Villarreal",0
"627",2019-02-24,"Leganes",1,"Valencia",1
"628",2019-02-24,"Levante",1,"Real Madrid",2
"629",2019-02-24,"Valladolid",0,"Betis",2
"630",2019-02-25,"Girona",0,"Sociedad",0
"631",2019-03-01,"Vallecano",0,"Girona",2
"632",2019-03-02,"Espanol",3,"Valladolid",1
"633",2019-03-02,"Huesca",2,"Sevilla",1
"634",2019-03-02,"Real Madrid",0,"Barcelona",1
"635",2019-03-02,"Villarreal",1,"Alaves",2
"636",2019-03-03,"Betis",1,"Getafe",2
"637",2019-03-03,"Eibar",1,"Celta",0
"638",2019-03-03,"Sociedad",0,"Ath Madrid",2
"639",2019-03-03,"Valencia",2,"Ath Bilbao",0
"640",2019-03-04,"Leganes",1,"Levante",0
"641",2019-03-08,"Ath Bilbao",1,"Espanol",1
"642",2019-03-09,"Alaves",1,"Eibar",1
"643",2019-03-09,"Ath Madrid",1,"Leganes",0
"644",2019-03-09,"Barcelona",3,"Vallecano",1
"645",2019-03-09,"Getafe",2,"Huesca",1
"646",2019-03-10,"Celta",0,"Betis",1
"647",2019-03-10,"Girona",2,"Valencia",3
"648",2019-03-10,"Levante",0,"Villarreal",2
"649",2019-03-10,"Sevilla",5,"Sociedad",2
"650",2019-03-10,"Valladolid",1,"Real Madrid",4
"651",2019-03-15,"Sociedad",1,"Levante",1
"652",2019-03-16,"Ath Bilbao",2,"Ath Madrid",0
"653",2019-03-16,"Huesca",1,"Alaves",3
"654",2019-03-16,"Leganes",0,"Girona",2
"655",2019-03-16,"Real Madrid",2,"Celta",0
"656",2019-03-17,"Betis",1,"Barcelona",4
"657",2019-03-17,"Eibar",1,"Valladolid",2
"658",2019-03-17,"Espanol",0,"Sevilla",1
"659",2019-03-17,"Valencia",0,"Getafe",0
"660",2019-03-17,"Villarreal",3,"Vallecano",1
"661",2019-03-29,"Girona",1,"Ath Bilbao",2
"662",2019-03-30,"Alaves",0,"Ath Madrid",4
"663",2019-03-30,"Barcelona",2,"Espanol",0
"664",2019-03-30,"Celta",3,"Villarreal",2
"665",2019-03-30,"Getafe",0,"Leganes",2
"666",2019-03-31,"Levante",2,"Eibar",2
"667",2019-03-31,"Real Madrid",3,"Huesca",2
"668",2019-03-31,"Sevilla",0,"Valencia",1
"669",2019-03-31,"Valladolid",1,"Sociedad",1
"670",2019-03-31,"Vallecano",1,"Betis",1
"671",2019-04-02,"Ath Madrid",2,"Girona",0
"672",2019-04-02,"Espanol",1,"Getafe",1
"673",2019-04-02,"Villarreal",4,"Barcelona",4
"674",2019-04-03,"Ath Bilbao",3,"Levante",2
"675",2019-04-03,"Eibar",2,"Vallecano",1
"676",2019-04-03,"Huesca",3,"Celta",3
"677",2019-04-03,"Valencia",2,"Real Madrid",1
"678",2019-04-04,"Leganes",1,"Valladolid",0
"679",2019-04-04,"Sevilla",2,"Alaves",0
"680",2019-04-04,"Sociedad",2,"Betis",1
"681",2019-04-06,"Barcelona",2,"Ath Madrid",0
"682",2019-04-06,"Girona",1,"Espanol",2
"683",2019-04-06,"Real Madrid",2,"Eibar",1
"684",2019-04-06,"Vallecano",2,"Valencia",0
"685",2019-04-07,"Alaves",1,"Leganes",1
"686",2019-04-07,"Betis",2,"Villarreal",1
"687",2019-04-07,"Celta",3,"Sociedad",1
"688",2019-04-07,"Getafe",1,"Ath Bilbao",0
"689",2019-04-07,"Levante",2,"Huesca",2
"690",2019-04-07,"Valladolid",0,"Sevilla",2
"691",2019-04-13,"Ath Madrid",2,"Celta",0
"692",2019-04-13,"Espanol",2,"Alaves",1
"693",2019-04-13,"Huesca",0,"Barcelona",0
"694",2019-04-13,"Sevilla",3,"Betis",2
"695",2019-04-14,"Ath Bilbao",3,"Vallecano",2
"696",2019-04-14,"Girona",0,"Villarreal",1
"697",2019-04-14,"Sociedad",1,"Eibar",1
"698",2019-04-14,"Valencia",3,"Levante",1
"699",2019-04-14,"Valladolid",2,"Getafe",2
"700",2019-04-15,"Leganes",1,"Real Madrid",1
"701",2019-04-19,"Alaves",2,"Valladolid",2
"702",2019-04-20,"Barcelona",2,"Sociedad",1
"703",2019-04-20,"Celta",2,"Girona",1
"704",2019-04-20,"Eibar",0,"Ath Madrid",1
"705",2019-04-20,"Vallecano",0,"Huesca",0
"706",2019-04-21,"Betis",1,"Valencia",2
"707",2019-04-21,"Getafe",3,"Sevilla",0
"708",2019-04-21,"Levante",2,"Espanol",2
"709",2019-04-21,"Real Madrid",3,"Ath Bilbao",0
"710",2019-04-21,"Villarreal",2,"Leganes",1
"711",2019-04-23,"Alaves",0,"Barcelona",2
"712",2019-04-23,"Huesca",2,"Eibar",0
"713",2019-04-23,"Valladolid",1,"Girona",0
"714",2019-04-24,"Ath Madrid",3,"Valencia",2
"715",2019-04-24,"Espanol",1,"Celta",1
"716",2019-04-24,"Leganes",0,"Ath Bilbao",1
"717",2019-04-24,"Levante",4,"Betis",0
"718",2019-04-25,"Getafe",0,"Real Madrid",0
"719",2019-04-25,"Sevilla",5,"Vallecano",0
"720",2019-04-25,"Sociedad",0,"Villarreal",1
"721",2019-04-27,"Ath Bilbao",1,"Alaves",1
"722",2019-04-27,"Ath Madrid",1,"Valladolid",0
"723",2019-04-27,"Barcelona",1,"Levante",0
"724",2019-04-27,"Leganes",0,"Celta",0
"725",2019-04-28,"Girona",1,"Sevilla",0
"726",2019-04-28,"Sociedad",2,"Getafe",1
"727",2019-04-28,"Valencia",0,"Eibar",1
"728",2019-04-28,"Vallecano",1,"Real Madrid",0
"729",2019-04-28,"Villarreal",1,"Huesca",1
"730",2019-04-29,"Betis",1,"Espanol",1
"731",2019-05-03,"Sevilla",0,"Leganes",3
"732",2019-05-04,"Alaves",0,"Sociedad",1
"733",2019-05-04,"Celta",2,"Barcelona",0
"734",2019-05-04,"Espanol",3,"Ath Madrid",0
"735",2019-05-04,"Levante",4,"Vallecano",1
"736",2019-05-05,"Eibar",1,"Betis",0
"737",2019-05-05,"Getafe",2,"Girona",0
"738",2019-05-05,"Huesca",2,"Valencia",6
"739",2019-05-05,"Real Madrid",3,"Villarreal",2
"740",2019-05-05,"Valladolid",1,"Ath Bilbao",0
"741",2019-05-12,"Ath Bilbao",3,"Celta",1
"742",2019-05-12,"Ath Madrid",1,"Sevilla",1
"743",2019-05-12,"Barcelona",2,"Getafe",0
"744",2019-05-12,"Betis",2,"Huesca",1
"745",2019-05-12,"Girona",1,"Levante",2
"746",2019-05-12,"Leganes",0,"Espanol",2
"747",2019-05-12,"Sociedad",3,"Real Madrid",1
"748",2019-05-12,"Valencia",3,"Alaves",1
"749",2019-05-12,"Vallecano",1,"Valladolid",2
"750",2019-05-12,"Villarreal",1,"Eibar",0
"751",2019-05-18,"Alaves",2,"Girona",1
"752",2019-05-18,"Celta",2,"Vallecano",2
"753",2019-05-18,"Espanol",2,"Sociedad",0
"754",2019-05-18,"Getafe",2,"Villarreal",2
"755",2019-05-18,"Huesca",2,"Leganes",1
"756",2019-05-18,"Levante",2,"Ath Madrid",2
"757",2019-05-18,"Sevilla",2,"Ath Bilbao",0
"758",2019-05-18,"Valladolid",0,"Valencia",2
"759",2019-05-19,"Eibar",2,"Barcelona",2
"760",2019-05-19,"Real Madrid",0,"Betis",2
"761",2019-08-16,"Ath Bilbao",1,"Barcelona",0
"762",2019-08-17,"Celta",1,"Real Madrid",3
"763",2019-08-17,"Valencia",1,"Sociedad",1
"764",2019-08-17,"Mallorca",2,"Eibar",1
"765",2019-08-17,"Leganes",0,"Osasuna",1
"766",2019-08-17,"Villarreal",4,"Granada",4
"767",2019-08-18,"Alaves",1,"Levante",0
"768",2019-08-18,"Espanol",0,"Sevilla",2
"769",2019-08-18,"Betis",1,"Valladolid",2
"770",2019-08-18,"Ath Madrid",1,"Getafe",0
"771",2019-08-23,"Granada",0,"Sevilla",1
"772",2019-08-23,"Levante",2,"Villarreal",1
"773",2019-08-24,"Osasuna",0,"Eibar",0
"774",2019-08-24,"Real Madrid",1,"Valladolid",1
"775",2019-08-24,"Celta",1,"Valencia",0
"776",2019-08-24,"Getafe",1,"Ath Bilbao",1
"777",2019-08-25,"Alaves",0,"Espanol",0
"778",2019-08-25,"Mallorca",0,"Sociedad",1
"779",2019-08-25,"Leganes",0,"Ath Madrid",1
"780",2019-08-25,"Barcelona",5,"Betis",2
"781",2019-08-30,"Sevilla",1,"Celta",1
"782",2019-08-30,"Ath Bilbao",2,"Sociedad",0
"783",2019-08-31,"Osasuna",2,"Barcelona",2
"784",2019-08-31,"Getafe",1,"Alaves",1
"785",2019-08-31,"Levante",2,"Valladolid",0
"786",2019-08-31,"Betis",2,"Leganes",1
"787",2019-09-01,"Valencia",2,"Mallorca",0
"788",2019-09-01,"Ath Madrid",3,"Eibar",2
"789",2019-09-01,"Espanol",0,"Granada",3
"790",2019-09-01,"Villarreal",2,"Real Madrid",2
"791",2019-09-13,"Mallorca",0,"Ath Bilbao",0
"792",2019-09-14,"Real Madrid",3,"Levante",2
"793",2019-09-14,"Leganes",0,"Villarreal",3
"794",2019-09-14,"Sociedad",2,"Ath Madrid",0
"795",2019-09-14,"Barcelona",5,"Valencia",2
"796",2019-09-15,"Eibar",1,"Espanol",2
"797",2019-09-15,"Alaves",0,"Sevilla",1
"798",2019-09-15,"Celta",0,"Granada",2
"799",2019-09-15,"Valladolid",1,"Osasuna",1
"800",2019-09-15,"Betis",1,"Getafe",1
"801",2019-09-20,"Osasuna",0,"Betis",0
"802",2019-09-21,"Villarreal",2,"Valladolid",0
"803",2019-09-21,"Levante",0,"Eibar",0
"804",2019-09-21,"Ath Madrid",0,"Celta",0
"805",2019-09-21,"Granada",2,"Barcelona",0
"806",2019-09-22,"Getafe",4,"Mallorca",2
"807",2019-09-22,"Espanol",1,"Sociedad",3
"808",2019-09-22,"Valencia",1,"Leganes",1
"809",2019-09-22,"Ath Bilbao",2,"Alaves",0
"810",2019-09-22,"Sevilla",0,"Real Madrid",1
"811",2019-09-24,"Valladolid",1,"Granada",1
"812",2019-09-24,"Betis",3,"Levante",1
"813",2019-09-24,"Barcelona",2,"Villarreal",1
"814",2019-09-25,"Leganes",1,"Ath Bilbao",1
"815",2019-09-25,"Mallorca",0,"Ath Madrid",2
"816",2019-09-25,"Valencia",3,"Getafe",3
"817",2019-09-25,"Real Madrid",2,"Osasuna",0
"818",2019-09-26,"Eibar",3,"Sevilla",2
"819",2019-09-26,"Celta",1,"Espanol",1
"820",2019-09-26,"Sociedad",3,"Alaves",0
"821",2019-09-27,"Villarreal",5,"Betis",1
"822",2019-09-28,"Ath Bilbao",0,"Valencia",1
"823",2019-09-28,"Getafe",0,"Barcelona",2
"824",2019-09-28,"Granada",1,"Leganes",0
"825",2019-09-28,"Ath Madrid",0,"Real Madrid",0
"826",2019-09-29,"Espanol",0,"Valladolid",2
"827",2019-09-29,"Eibar",2,"Celta",0
"828",2019-09-29,"Alaves",2,"Mallorca",0
"829",2019-09-29,"Levante",1,"Osasuna",1
"830",2019-09-29,"Sevilla",3,"Sociedad",2
"831",2019-10-04,"Betis",1,"Eibar",1
"832",2019-10-05,"Leganes",1,"Levante",2
"833",2019-10-05,"Real Madrid",4,"Granada",2
"834",2019-10-05,"Valencia",2,"Alaves",1
"835",2019-10-05,"Osasuna",2,"Villarreal",1
"836",2019-10-06,"Mallorca",2,"Espanol",0
"837",2019-10-06,"Celta",1,"Ath Bilbao",0
"838",2019-10-06,"Valladolid",0,"Ath Madrid",0
"839",2019-10-06,"Sociedad",1,"Getafe",2
"840",2019-10-06,"Barcelona",4,"Sevilla",0
"841",2019-10-18,"Granada",1,"Osasuna",0
"842",2019-10-19,"Eibar",0,"Barcelona",3
"843",2019-10-19,"Ath Madrid",1,"Valencia",1
"844",2019-10-19,"Getafe",2,"Leganes",0
"845",2019-10-19,"Mallorca",1,"Real Madrid",0
"846",2019-10-20,"Alaves",2,"Celta",0
"847",2019-10-20,"Sociedad",3,"Betis",1
"848",2019-10-20,"Espanol",0,"Villarreal",1
"849",2019-10-20,"Ath Bilbao",1,"Valladolid",1
"850",2019-10-20,"Sevilla",1,"Levante",0
"851",2019-10-25,"Villarreal",4,"Alaves",1
"852",2019-10-26,"Leganes",1,"Mallorca",0
"853",2019-10-26,"Valladolid",2,"Eibar",0
"854",2019-10-26,"Ath Madrid",2,"Ath Bilbao",0
"855",2019-10-27,"Celta",0,"Sociedad",1
"856",2019-10-27,"Granada",1,"Betis",0
"857",2019-10-27,"Levante",0,"Espanol",1
"858",2019-10-27,"Sevilla",2,"Getafe",0
"859",2019-10-27,"Osasuna",3,"Valencia",1
"860",2019-10-29,"Alaves",1,"Ath Madrid",1
"861",2019-10-29,"Barcelona",5,"Valladolid",1
"862",2019-10-30,"Sociedad",1,"Levante",2
"863",2019-10-30,"Valencia",1,"Sevilla",1
"864",2019-10-30,"Ath Bilbao",3,"Espanol",0
"865",2019-10-30,"Betis",2,"Celta",1
"866",2019-10-30,"Real Madrid",5,"Leganes",0
"867",2019-10-31,"Eibar",2,"Villarreal",1
"868",2019-10-31,"Mallorca",2,"Osasuna",2
"869",2019-10-31,"Getafe",3,"Granada",1
"870",2019-11-02,"Espanol",1,"Valencia",2
"871",2019-11-02,"Levante",3,"Barcelona",1
"872",2019-11-02,"Sevilla",1,"Ath Madrid",1
"873",2019-11-02,"Real Madrid",0,"Betis",0
"874",2019-11-03,"Valladolid",3,"Mallorca",0
"875",2019-11-03,"Villarreal",0,"Ath Bilbao",0
"876",2019-11-03,"Osasuna",4,"Alaves",2
"877",2019-11-03,"Celta",0,"Getafe",1
"878",2019-11-03,"Leganes",1,"Eibar",2
"879",2019-11-03,"Granada",1,"Sociedad",2
"880",2019-11-08,"Sociedad",1,"Leganes",1
"881",2019-11-09,"Alaves",3,"Valladolid",0
"882",2019-11-09,"Valencia",2,"Granada",0
"883",2019-11-09,"Eibar",0,"Real Madrid",4
"884",2019-11-09,"Barcelona",4,"Celta",1
"885",2019-11-10,"Mallorca",3,"Villarreal",1
"886",2019-11-10,"Ath Bilbao",2,"Levante",1
"887",2019-11-10,"Ath Madrid",3,"Espanol",1
"888",2019-11-10,"Getafe",0,"Osasuna",0
"889",2019-11-10,"Betis",1,"Sevilla",2
"890",2019-11-22,"Levante",2,"Mallorca",1
"891",2019-11-23,"Leganes",1,"Barcelona",2
"892",2019-11-23,"Betis",2,"Valencia",1
"893",2019-11-23,"Granada",1,"Ath Madrid",1
"894",2019-11-23,"Real Madrid",3,"Sociedad",1
"895",2019-11-24,"Espanol",1,"Getafe",1
"896",2019-11-24,"Osasuna",1,"Ath Bilbao",2
"897",2019-11-24,"Eibar",0,"Alaves",2
"898",2019-11-24,"Villarreal",1,"Celta",3
"899",2019-11-24,"Valladolid",0,"Sevilla",1
"900",2019-11-29,"Celta",0,"Valladolid",0
"901",2019-11-30,"Alaves",1,"Real Madrid",2
"902",2019-11-30,"Sociedad",4,"Eibar",1
"903",2019-11-30,"Mallorca",1,"Betis",2
"904",2019-11-30,"Valencia",2,"Villarreal",1
"905",2019-12-01,"Sevilla",1,"Leganes",0
"906",2019-12-01,"Ath Bilbao",2,"Granada",0
"907",2019-12-01,"Espanol",2,"Osasuna",4
"908",2019-12-01,"Getafe",4,"Levante",0
"909",2019-12-01,"Ath Madrid",0,"Barcelona",1
"910",2019-12-06,"Villarreal",0,"Ath Madrid",0
"911",2019-12-07,"Real Madrid",2,"Espanol",0
"912",2019-12-07,"Granada",3,"Alaves",0
"913",2019-12-07,"Levante",2,"Valencia",4
"914",2019-12-07,"Barcelona",5,"Mallorca",2
"915",2019-12-08,"Eibar",0,"Getafe",1
"916",2019-12-08,"Betis",3,"Ath Bilbao",2
"917",2019-12-08,"Valladolid",0,"Sociedad",0
"918",2019-12-08,"Leganes",3,"Celta",2
"919",2019-12-08,"Osasuna",1,"Sevilla",1
"920",2019-12-13,"Alaves",1,"Leganes",1
"921",2019-12-14,"Granada",1,"Levante",2
"922",2019-12-14,"Sociedad",2,"Barcelona",2
"923",2019-12-14,"Ath Bilbao",0,"Eibar",0
"924",2019-12-14,"Ath Madrid",2,"Osasuna",0
"925",2019-12-15,"Getafe",2,"Valladolid",0
"926",2019-12-15,"Celta",2,"Mallorca",2
"927",2019-12-15,"Espanol",2,"Betis",2
"928",2019-12-15,"Sevilla",1,"Villarreal",2
"929",2019-12-15,"Valencia",1,"Real Madrid",1
"930",2019-12-18,"Barcelona",0,"Real Madrid",0
"931",2019-12-20,"Eibar",3,"Granada",0
"932",2019-12-21,"Mallorca",0,"Sevilla",2
"933",2019-12-21,"Barcelona",4,"Alaves",1
"934",2019-12-21,"Villarreal",1,"Getafe",0
"935",2019-12-21,"Valladolid",1,"Valencia",1
"936",2019-12-22,"Leganes",2,"Espanol",0
"937",2019-12-22,"Osasuna",3,"Sociedad",4
"938",2019-12-22,"Betis",1,"Ath Madrid",2
"939",2019-12-22,"Levante",3,"Celta",1
"940",2019-12-22,"Real Madrid",0,"Ath Bilbao",0
"941",2020-01-03,"Valladolid",2,"Leganes",2
"942",2020-01-03,"Sevilla",1,"Ath Bilbao",1
"943",2020-01-04,"Valencia",1,"Eibar",0
"944",2020-01-04,"Getafe",0,"Real Madrid",3
"945",2020-01-04,"Ath Madrid",2,"Levante",1
"946",2020-01-04,"Espanol",2,"Barcelona",2
"947",2020-01-05,"Granada",1,"Mallorca",0
"948",2020-01-05,"Sociedad",1,"Villarreal",2
"949",2020-01-05,"Alaves",1,"Betis",1
"950",2020-01-05,"Celta",1,"Osasuna",1
"951",2020-01-17,"Leganes",0,"Getafe",3
"952",2020-01-18,"Levante",0,"Alaves",1
"953",2020-01-18,"Real Madrid",2,"Sevilla",1
"954",2020-01-18,"Osasuna",0,"Valladolid",0
"955",2020-01-18,"Eibar",2,"Ath Madrid",0
"956",2020-01-19,"Mallorca",4,"Valencia",1
"957",2020-01-19,"Betis",3,"Sociedad",0
"958",2020-01-19,"Villarreal",1,"Espanol",2
"959",2020-01-19,"Ath Bilbao",1,"Celta",1
"960",2020-01-19,"Barcelona",1,"Granada",0
"961",2020-01-24,"Osasuna",2,"Levante",0
"962",2020-01-25,"Espanol",1,"Ath Bilbao",1
"963",2020-01-25,"Valencia",2,"Barcelona",0
"964",2020-01-25,"Alaves",1,"Villarreal",2
"965",2020-01-25,"Sevilla",2,"Granada",0
"966",2020-01-26,"Ath Madrid",0,"Leganes",0
"967",2020-01-26,"Celta",0,"Eibar",0
"968",2020-01-26,"Getafe",1,"Betis",0
"969",2020-01-26,"Sociedad",3,"Mallorca",0
"970",2020-01-26,"Valladolid",0,"Real Madrid",1
"971",2020-02-01,"Granada",2,"Espanol",1
"972",2020-02-01,"Real Madrid",1,"Ath Madrid",0
"973",2020-02-01,"Mallorca",0,"Valladolid",1
"974",2020-02-01,"Valencia",1,"Celta",0
"975",2020-02-02,"Leganes",2,"Sociedad",1
"976",2020-02-02,"Eibar",1,"Betis",1
"977",2020-02-02,"Ath Bilbao",0,"Getafe",2
"978",2020-02-02,"Sevilla",1,"Alaves",1
"979",2020-02-02,"Villarreal",3,"Osasuna",1
"980",2020-02-02,"Barcelona",2,"Levante",1
"981",2020-02-07,"Alaves",2,"Eibar",1
"982",2020-02-08,"Levante",2,"Leganes",0
"983",2020-02-08,"Getafe",3,"Valencia",0
"984",2020-02-08,"Valladolid",1,"Villarreal",1
"985",2020-02-08,"Ath Madrid",1,"Granada",0
"986",2020-02-09,"Espanol",1,"Mallorca",0
"987",2020-02-09,"Sociedad",2,"Ath Bilbao",1
"988",2020-02-09,"Osasuna",1,"Real Madrid",4
"989",2020-02-09,"Celta",2,"Sevilla",1
"990",2020-02-09,"Betis",2,"Barcelona",3
"991",2020-02-14,"Valencia",2,"Ath Madrid",2
"992",2020-02-15,"Mallorca",1,"Alaves",0
"993",2020-02-15,"Barcelona",2,"Getafe",1
"994",2020-02-15,"Villarreal",2,"Levante",1
"995",2020-02-15,"Granada",2,"Valladolid",1
"996",2020-02-16,"Sevilla",2,"Espanol",2
"997",2020-02-16,"Leganes",0,"Betis",0
"998",2020-02-16,"Ath Bilbao",0,"Osasuna",1
"999",2020-02-16,"Real Madrid",2,"Celta",2
"1000",2020-02-21,"Betis",3,"Mallorca",3
"1001",2020-02-22,"Celta",1,"Leganes",0
"1002",2020-02-22,"Barcelona",5,"Eibar",0
"1003",2020-02-22,"Sociedad",3,"Valencia",0
"1004",2020-02-22,"Levante",1,"Real Madrid",0
"1005",2020-02-23,"Osasuna",0,"Granada",3
"1006",2020-02-23,"Alaves",2,"Ath Bilbao",1
"1007",2020-02-23,"Valladolid",2,"Espanol",1
"1008",2020-02-23,"Getafe",0,"Sevilla",3
"1009",2020-02-23,"Ath Madrid",3,"Villarreal",1
"1010",2020-02-28,"Sociedad",1,"Valladolid",0
"1011",2020-02-29,"Eibar",3,"Levante",0
"1012",2020-02-29,"Valencia",2,"Betis",1
"1013",2020-02-29,"Leganes",1,"Alaves",1
"1014",2020-02-29,"Granada",0,"Celta",0
"1015",2020-03-01,"Sevilla",3,"Osasuna",2
"1016",2020-03-01,"Ath Bilbao",1,"Villarreal",0
"1017",2020-03-01,"Espanol",1,"Ath Madrid",1
"1018",2020-03-01,"Mallorca",0,"Getafe",1
"1019",2020-03-01,"Real Madrid",2,"Barcelona",0
"1020",2020-03-06,"Alaves",1,"Valencia",1
"1021",2020-03-07,"Eibar",1,"Mallorca",2
"1022",2020-03-07,"Ath Madrid",2,"Sevilla",2
"1023",2020-03-07,"Barcelona",1,"Sociedad",0
"1024",2020-03-07,"Getafe",0,"Celta",0
"1025",2020-03-08,"Osasuna",1,"Espanol",0
"1026",2020-03-08,"Valladolid",1,"Ath Bilbao",4
"1027",2020-03-08,"Levante",1,"Granada",1
"1028",2020-03-08,"Villarreal",1,"Leganes",2
"1029",2020-03-08,"Betis",2,"Real Madrid",1
"1030",2020-03-10,"Eibar",1,"Sociedad",2
"1031",2020-06-11,"Sevilla",2,"Betis",0
"1032",2020-06-12,"Granada",2,"Getafe",1
"1033",2020-06-12,"Valencia",1,"Levante",1
"1034",2020-06-13,"Espanol",2,"Alaves",0
"1035",2020-06-13,"Celta",0,"Villarreal",1
"1036",2020-06-13,"Leganes",1,"Valladolid",2
"1037",2020-06-13,"Mallorca",0,"Barcelona",4
"1038",2020-06-14,"Ath Bilbao",1,"Ath Madrid",1
